Date,Total Sunspot,Max Size,Zurich Class,Penumbra Class,Compactness Class,NS,Lat,EW,Lan,X-ray class,X-ray intensity
2015-02-13,5.0,40.0,H,S,O,N,13,E,61,0,0.0
2015-02-14,27.0,220.0,C,A,I,N,12,W,3,B,7.1
2015-02-14,4.0,10.0,A,X,X,N,7,W,28,0,0.0
2015-02-14,5.0,20.0,B,X,O,N,13,E,52,0,0.0
2015-02-15,17.0,210.0,C,A,O,N,10,W,14,0,0.0
2015-02-15,3.0,10.0,B,X,O,N,13,E,35,0,0.0
2015-02-15,11.0,20.0,C,S,O,S,9,W,9,0,0.0
2015-02-16,15.0,200.0,C,A,O,N,11,W,32,0,0.0
2015-02-16,1.0,10.0,A,X,X,N,15,E,27,0,0.0
2015-02-16,5.0,10.0,H,R,X,S,8,W,16,0,0.0
2015-02-17,16.0,210.0,H,A,O,N,10,W,39,B,7.3
2015-02-17,2.0,0.0,A,X,X,N,13,E,14,0,0.0
2015-02-17,2.0,20.0,A,X,X,S,8,W,29,0,0.0
2015-02-18,9.0,140.0,H,A,O,N,10,W,50,C,3.5
2015-02-18,1.0,10.0,A,X,X,N,14,E,5,0,0.0
2015-02-18,7.0,30.0,H,S,O,S,18,W,51,0,0.0
2015-02-18,13.0,30.0,D,A,O,N,14,E,34,0,0.0
2015-02-18,16.0,30.0,C,A,O,S,6,W,25,0,0.0
2015-02-18,1.0,10.0,A,X,X,S,7,E,79,B,7.9
2015-02-18,1.0,0.0,A,X,X,N,17,E,71,0,0.0
2015-02-19,2.0,90.0,H,S,X,N,10,W,62,C,1.2
2015-02-19,3.0,30.0,H,S,X,S,19,W,71,0,0.0
2015-02-19,34.0,50.0,D,A,C,N,14,E,18,0,0.0
2015-02-19,19.0,50.0,D,A,O,S,8,W,50,0,0.0
2015-02-19,1.0,30.0,A,X,X,S,17,E,69,0,0.0
2015-02-19,5.0,30.0,D,R,O,N,19,E,68,0,0.0
2015-02-20,15.0,40.0,D,A,I,N,14,E,7,0,0.0
2015-02-20,8.0,50.0,D,A,O,S,8,W,56,0,0.0
2015-02-20,1.0,10.0,A,X,X,S,7,E,55,0,0.0
2015-02-20,6.0,20.0,C,S,O,N,19,E,55,0,0.0
2015-02-21,24.0,30.0,C,A,O,N,15,W,4,0,0.0
2015-02-21,11.0,60.0,D,A,O,S,7,W,71,0,0.0
2015-02-21,4.0,10.0,H,A,O,S,7,E,35,0,0.0
2015-02-21,9.0,30.0,D,A,O,N,19,E,44,0,0.0
2015-02-22,5.0,20.0,D,A,O,N,14,W,31,0,0.0
2015-02-22,1.0,20.0,A,X,X,S,7,E,31,0,0.0
2015-02-22,12.0,40.0,C,A,I,N,20,E,22,0,0.0
2015-02-22,2.0,10.0,C,A,O,N,13,E,12,0,0.0
2015-02-23,5.0,40.0,C,R,O,N,14,W,32,0,0.0
2015-02-23,6.0,30.0,B,X,O,S,9,E,19,0,0.0
2015-02-23,14.0,40.0,D,A,O,N,20,E,19,0,0.0
2015-02-23,2.0,10.0,A,X,X,S,8,E,61,0,0.0
2015-02-24,6.0,40.0,B,X,O,N,14,W,42,0,0.0
2015-02-24,4.0,10.0,B,X,O,S,9,E,4,0,0.0
2015-02-24,32.0,70.0,D,S,I,N,20,E,6,0,0.0
2015-02-24,4.0,20.0,B,X,O,S,9,E,52,0,0.0
2015-02-24,6.0,10.0,B,X,O,N,6,W,37,0,0.0
2015-02-24,10.0,30.0,B,X,O,S,14,E,6,0,0.0
2015-02-25,5.0,40.0,B,X,O,N,14,W,57,0,0.0
2015-02-25,2.0,10.0,A,X,X,S,10,W,4,0,0.0
2015-02-25,23.0,70.0,C,A,O,N,19,W,8,0,0.0
2015-02-25,2.0,10.0,A,X,X,S,8,E,39,0,0.0
2015-02-26,18.0,50.0,D,A,O,N,20,W,24,0,0.0
2015-02-26,3.0,20.0,A,X,X,N,6,E,47,0,0.0
2015-02-27,2.0,10.0,B,X,O,N,20,E,40,C,1.1
2015-02-27,17.0,120.0,D,K,C,N,5,E,32,0,0.0
2015-02-27,26.0,70.0,D,A,C,S,13,W,12,B,9.5
2015-02-28,5.0,180.0,C,A,O,N,22,W,48,C,5.6
2015-02-28,1.0,10.0,A,X,X,S,9,W,11,0,0.0
2015-02-28,24.0,80.0,D,A,C,N,7,E,29,B,9.7
2015-02-28,19.0,90.0,D,A,I,S,13,W,14,C,2.5
2015-03-01,5.0,70.0,H,S,O,N,22,W,77,C,6.8
2015-03-01,17.0,30.0,C,A,O,S,9,W,26,0,0.0
2015-03-01,43.0,120.0,D,A,C,N,7,E,15,0,0.0
2015-03-01,10.0,60.0,C,A,O,S,14,W,30,0,0.0
2015-03-02,3.0,30.0,H,S,X,N,22,W,75,M,1.0
2015-03-02,17.0,80.0,D,A,I,S,9,W,35,0,0.0
2015-03-02,26.0,60.0,D,A,I,N,6,E,2,0,0.0
2015-03-02,1.0,10.0,A,X,X,S,14,W,39,0,0.0
2015-03-03,22.0,100.0,D,A,I,S,8,W,45,C,1.9
2015-03-03,14.0,50.0,C,A,O,N,7,W,12,0,0.0
2015-03-04,31.0,180.0,D,A,I,S,8,W,56,C,2.8
2015-03-04,18.0,70.0,D,A,O,N,5,W,24,C,1.1
2015-03-04,1.0,20.0,A,X,X,N,5,W,56,0,0.0
2015-03-05,4.0,30.0,B,X,O,N,5,W,50,0,0.0
2015-03-05,2.0,10.0,B,X,O,S,8,W,48,0,0.0
2015-03-06,3.0,20.0,A,X,X,N,5,W,66,0,0.0
2015-03-06,5.0,10.0,H,R,O,S,12,E,27,0,0.0
2015-03-06,6.0,60.0,H,R,X,S,17,E,81,C,2.2
2015-03-06,4.0,30.0,C,A,O,N,6,W,55,0,0.0
2015-03-07,2.0,20.0,C,A,O,S,2,E,22,0,0.0
2015-03-07,10.0,180.0,C,A,I,S,16,E,77,C,1.7
2015-03-08,37.0,330.0,D,K,C,S,16,E,57,C,1.1
2015-03-09,57.0,300.0,D,K,C,S,17,E,45,M,4.5
2015-03-10,32.0,280.0,D,K,C,S,16,E,38,M,5.1
2015-03-11,4.0,10.0,B,X,O,S,12,W,23,0,0.0
2015-03-11,28.0,370.0,D,K,C,S,16,E,27,X,2.2
2015-03-11,7.0,10.0,C,A,O,S,12,W,34,0,0.0
2015-03-12,21.0,540.0,D,K,C,S,15,E,6,M,4.2
2015-03-12,5.0,30.0,C,S,O,S,13,W,40,0,0.0
2015-03-12,3.0,10.0,B,X,O,S,7,E,66,0,0.0
2015-03-13,30.0,330.0,D,K,C,S,16,W,7,C,6.9
2015-03-13,3.0,20.0,C,R,O,S,14,W,56,0,0.0
2015-03-13,4.0,20.0,B,X,O,S,6,E,57,0,0.0
2015-03-13,4.0,30.0,D,S,O,N,13,W,41,0,0.0
2015-03-13,6.0,20.0,C,S,O,S,16,E,23,0,0.0
2015-03-14,33.0,430.0,E,K,C,S,17,W,19,M,1.4
2015-03-14,2.0,10.0,A,X,X,S,5,E,36,0,0.0
2015-03-14,1.0,0.0,A,X,X,N,16,W,52,0,0.0
2015-03-14,8.0,20.0,B,X,O,S,16,E,6,0,0.0
2015-03-15,49.0,370.0,E,K,C,S,18,W,28,C,9.1
2015-03-15,1.0,10.0,A,X,X,S,5,E,33,0,0.0
2015-03-15,13.0,30.0,D,S,I,S,18,E,1,0,0.0
2015-03-16,33.0,380.0,E,K,C,S,16,W,39,M,1.6
2015-03-16,1.0,10.0,A,X,X,S,4,E,19,0,0.0
2015-03-16,1.0,10.0,A,X,X,S,16,W,14,0,0.0
2015-03-17,17.0,390.0,F,K,C,S,16,W,50,C,1.9
2015-03-17,1.0,10.0,A,X,X,S,16,W,27,0,0.0
2015-03-17,1.0,10.0,A,X,X,N,10,W,40,M,1.0
2015-03-17,1.0,400.0,H,S,X,N,19,E,69,0,0.0
2015-03-18,8.0,290.0,C,K,O,S,17,W,61,C,6.1
2015-03-18,14.0,80.0,D,A,C,N,10,W,65,C,9.3
2015-03-18,2.0,100.0,H,A,X,N,19,E,63,0,0.0
2015-03-19,3.0,210.0,D,K,O,S,18,W,70,0,0.0
2015-03-19,2.0,10.0,B,X,O,N,4,W,21,0,0.0
2015-03-19,12.0,80.0,D,A,I,N,12,W,68,C,2.2
2015-03-19,3.0,70.0,H,A,X,N,18,E,52,0,0.0
2015-03-19,6.0,10.0,C,R,O,N,17,W,19,0,0.0
2015-03-20,4.0,120.0,H,A,X,N,19,E,28,0,0.0
2015-03-20,6.0,10.0,H,R,O,N,16,W,32,0,0.0
2015-03-21,1.0,120.0,H,S,X,N,19,E,25,0,0.0
2015-03-21,4.0,120.0,D,A,O,S,8,E,81,0,0.0
2015-03-22,2.0,20.0,A,X,X,S,6,W,60,0,0.0
2015-03-22,8.0,100.0,C,K,O,N,20,E,5,0,0.0
2015-03-22,20.0,250.0,C,K,I,S,8,E,66,0,0.0
2015-03-22,3.0,20.0,A,X,X,S,18,W,51,0,0.0
2015-03-22,10.0,30.0,C,A,O,S,19,E,31,0,0.0
2015-03-22,6.0,20.0,C,A,O,N,17,W,40,0,0.0
2015-03-22,4.0,10.0,B,X,O,N,13,W,4,0,0.0
2015-03-23,7.0,90.0,C,A,O,N,20,W,2,0,0.0
2015-03-23,26.0,360.0,E,K,C,S,9,E,51,B,8.5
2015-03-23,9.0,20.0,C,A,O,S,15,E,23,0,0.0
2015-03-23,9.0,50.0,C,A,O,N,17,W,57,0,0.0
2015-03-23,5.0,20.0,H,A,O,N,15,W,10,0,0.0
2015-03-23,4.0,20.0,H,R,X,N,5,E,68,0,0.0
2015-03-23,3.0,30.0,H,R,X,N,11,W,42,0,0.0
2015-03-23,2.0,20.0,A,X,X,N,8,E,73,0,0.0
2015-03-24,19.0,110.0,H,A,I,N,18,W,17,0,0.0
2015-03-24,31.0,410.0,E,K,C,S,18,E,36,0,0.0
2015-03-24,8.0,20.0,H,R,O,S,10,E,17,0,0.0
2015-03-24,2.0,60.0,H,A,X,N,16,W,70,0,0.0
2015-03-24,1.0,10.0,A,X,X,N,14,W,22,0,0.0
2015-03-24,7.0,20.0,H,A,O,N,7,E,55,0,0.0
2015-03-24,7.0,30.0,B,X,O,N,8,W,46,0,0.0
2015-03-24,8.0,40.0,H,A,O,N,7,E,57,B,9.4
2015-03-24,3.0,60.0,H,H,X,S,17,W,69,0,0.0
2015-03-25,4.0,80.0,C,A,O,N,20,W,28,0,0.0
2015-03-25,26.0,400.0,E,K,C,S,8,E,33,C,8.7
2015-03-25,4.0,20.0,B,X,O,S,18,W,3,0,0.0
2015-03-25,1.0,50.0,H,A,X,N,15,W,74,0,0.0
2015-03-25,1.0,30.0,H,A,X,N,6,E,41,0,0.0
2015-03-25,3.0,30.0,C,A,O,N,8,E,52,0,0.0
2015-03-25,1.0,50.0,H,A,X,N,17,E,64,0,0.0
2015-03-26,5.0,80.0,H,A,O,N,19,W,43,0,0.0
2015-03-26,38.0,390.0,E,K,C,S,9,E,16,C,1.4
2015-03-26,13.0,80.0,D,A,I,S,18,W,17,0,0.0
2015-03-26,3.0,10.0,H,R,X,N,6,E,25,0,0.0
2015-03-26,3.0,10.0,H,S,O,N,8,E,28,0,0.0
2015-03-26,1.0,30.0,H,S,X,N,16,E,47,0,0.0
2015-03-26,1.0,0.0,A,X,X,S,22,E,70,0,0.0
2015-03-27,3.0,50.0,H,A,O,N,18,W,59,0,0.0
2015-03-27,20.0,460.0,E,K,I,S,10,W,6,0,0.0
2015-03-27,3.0,10.0,B,X,I,S,19,W,26,0,0.0
2015-03-27,2.0,60.0,C,S,O,N,14,W,74,C,1.8
2015-03-27,5.0,30.0,B,X,O,N,5,E,15,0,0.0
2015-03-27,3.0,20.0,H,S,X,N,8,E,26,0,0.0
2015-03-27,2.0,40.0,H,S,X,N,16,E,31,0,0.0
2015-03-27,5.0,30.0,C,S,I,S,21,E,67,0,0.0
2015-03-28,8.0,60.0,H,S,O,N,18,W,69,C,2.4
2015-03-28,59.0,460.0,F,K,C,S,9,W,17,0,0.0
2015-03-28,3.0,120.0,H,A,O,N,15,W,75,0,0.0
2015-03-28,1.0,0.0,A,X,X,N,4,W,3,C,2.0
2015-03-28,3.0,40.0,H,A,X,N,17,E,23,0,0.0
2015-03-28,9.0,20.0,H,R,X,S,21,W,10,0,0.0
2015-03-29,4.0,30.0,B,X,O,N,19,W,78,C,3.2
2015-03-29,23.0,350.0,E,K,I,S,10,W,24,0,0.0
2015-03-29,2.0,10.0,H,S,X,N,17,E,4,0,0.0
2015-03-29,23.0,40.0,D,S,I,S,21,W,25,0,0.0
2015-03-29,3.0,20.0,B,X,O,S,21,E,57,0,0.0
2015-03-30,5.0,440.0,D,K,O,S,10,W,46,0,0.0
2015-03-30,1.0,10.0,H,S,X,N,17,W,8,0,0.0
2015-03-30,5.0,40.0,D,S,O,S,21,W,36,0,0.0
2015-03-31,12.0,380.0,C,K,I,S,11,W,53,0,0.0
2015-03-31,5.0,10.0,B,X,O,N,8,W,35,0,0.0
2015-03-31,3.0,10.0,B,X,O,N,18,W,16,0,0.0
2015-03-31,7.0,30.0,C,R,O,S,21,W,43,0,0.0
2015-04-01,6.0,490.0,H,K,O,S,9,W,70,0,0.0
2015-04-01,7.0,30.0,H,R,O,N,8,W,49,0,0.0
2015-04-01,8.0,20.0,C,R,O,S,21,W,59,0,0.0
2015-04-01,2.0,10.0,A,X,X,S,21,E,20,0,0.0
2015-04-01,6.0,30.0,B,X,O,N,10,W,26,0,0.0
2015-04-02,2.0,240.0,H,H,X,S,9,W,83,0,0.0
2015-04-02,22.0,60.0,D,S,I,N,10,W,42,0,0.0
2015-04-03,12.0,60.0,D,A,I,N,11,W,50,0,0.0
2015-04-04,3.0,60.0,D,S,O,N,11,W,64,0,0.0
2015-04-04,4.0,40.0,C,S,O,N,9,E,68,0,0.0
2015-04-04,3.0,20.0,D,S,O,S,11,E,17,0,0.0
2015-04-04,2.0,20.0,C,S,O,S,12,E,53,0,0.0
2015-04-05,3.0,30.0,H,A,X,N,12,W,79,0,0.0
2015-04-05,15.0,50.0,D,A,O,N,10,E,55,0,0.0
2015-04-05,6.0,10.0,B,X,O,S,10,E,4,0,0.0
2015-04-05,26.0,110.0,D,A,I,S,12,E,41,0,0.0
2015-04-06,2.0,30.0,C,S,O,N,9,W,74,0,0.0
2015-04-06,10.0,40.0,C,A,I,N,9,E,42,0,0.0
2015-04-06,4.0,10.0,B,X,X,S,10,W,8,0,0.0
2015-04-06,24.0,150.0,D,A,C,S,12,E,30,C,3.0
2015-04-07,37.0,100.0,D,S,I,N,7,E,31,B,8.2
2015-04-07,5.0,20.0,A,X,X,S,10,W,29,0,0.0
2015-04-07,34.0,180.0,D,A,C,S,12,E,16,C,1.1
2015-04-08,18.0,40.0,D,S,I,N,8,E,16,0,0.0
2015-04-08,45.0,140.0,E,A,C,S,12,E,1,M,1.4
2015-04-09,13.0,40.0,C,R,O,N,8,E,6,0,0.0
2015-04-09,42.0,160.0,E,A,C,S,12,W,11,C,6.2
2015-04-10,5.0,10.0,B,X,O,N,7,W,8,0,0.0
2015-04-10,45.0,190.0,E,A,C,S,14,W,27,C,7.9
2015-04-11,3.0,10.0,B,X,O,N,8,W,25,0,0.0
2015-04-11,26.0,90.0,D,A,C,S,13,W,36,0,0.0
2015-04-11,5.0,330.0,D,A,O,N,13,E,74,B,9.4
2015-04-11,2.0,20.0,B,X,O,N,14,E,45,0,0.0
2015-04-11,2.0,10.0,A,X,X,S,16,W,27,0,0.0
2015-04-12,12.0,50.0,C,S,O,S,16,W,54,0,0.0
2015-04-12,17.0,600.0,E,K,O,N,13,E,64,C,6.4
2015-04-12,7.0,40.0,C,S,O,N,14,E,36,0,0.0
2015-04-12,8.0,40.0,D,S,O,S,16,W,46,0,0.0
2015-04-13,11.0,100.0,D,A,O,S,13,W,63,C,4.3
2015-04-13,31.0,460.0,E,K,C,N,12,E,53,C,2.1
2015-04-13,9.0,40.0,D,S,O,N,14,E,26,C,4.7
2015-04-13,11.0,60.0,D,S,O,S,16,W,51,0,0.0
2015-04-14,3.0,30.0,D,R,O,S,13,W,78,0,0.0
2015-04-14,44.0,390.0,E,K,C,N,12,E,40,0,0.0
2015-04-14,11.0,20.0,C,S,O,N,13,E,10,0,0.0
2015-04-14,11.0,80.0,D,A,O,S,15,W,64,0,0.0
2015-04-14,11.0,390.0,D,K,I,N,19,E,68,0,0.0
2015-04-14,1.0,110.0,H,S,X,N,4,E,78,0,0.0
2015-04-15,47.0,500.0,F,K,C,N,12,E,30,C,7.9
2015-04-15,8.0,10.0,C,R,O,N,12,W,4,0,0.0
2015-04-15,3.0,30.0,H,S,X,S,17,W,72,0,0.0
2015-04-15,15.0,330.0,D,K,O,N,18,E,53,0,0.0
2015-04-15,6.0,230.0,C,A,O,N,5,E,70,0,0.0
2015-04-16,31.0,360.0,F,K,C,N,10,E,10,C,2.3
2015-04-16,2.0,10.0,C,R,O,N,11,W,12,0,0.0
2015-04-16,16.0,250.0,D,K,I,N,18,E,40,C,5.8
2015-04-16,8.0,190.0,C,A,O,N,4,E,50,0,0.0
2015-04-16,7.0,30.0,C,R,O,N,14,E,19,0,0.0
2015-04-17,36.0,320.0,E,K,C,N,11,E,2,0,0.0
2015-04-17,18.0,250.0,D,K,I,N,19,E,28,C,1.2
2015-04-17,17.0,190.0,D,K,I,N,4,E,37,C,1.1
2015-04-17,15.0,30.0,C,S,I,N,15,E,8,0,0.0
2015-04-17,4.0,140.0,H,S,O,S,11,E,78,0,0.0
2015-04-18,16.0,180.0,E,A,C,N,11,W,14,C,5.2
2015-04-18,2.0,10.0,H,R,X,N,16,W,36,0,0.0
2015-04-18,6.0,360.0,D,A,O,N,19,E,18,C,2.3
2015-04-18,9.0,220.0,C,S,O,N,5,E,28,0,0.0
2015-04-18,5.0,10.0,B,X,O,N,16,W,6,0,0.0
2015-04-18,2.0,110.0,D,S,O,S,9,E,67,0,0.0
2015-04-18,4.0,10.0,B,X,O,S,2,W,59,0,0.0
2015-04-19,48.0,130.0,F,A,C,N,11,W,29,0,0.0
2015-04-19,5.0,20.0,C,R,O,N,13,W,52,0,0.0
2015-04-19,16.0,320.0,D,A,O,N,20,E,1,0,0.0
2015-04-19,18.0,220.0,D,K,O,N,6,E,11,0,0.0
2015-04-19,5.0,130.0,C,S,O,S,9,E,49,0,0.0
2015-04-19,1.0,10.0,A,X,X,N,1,W,78,0,0.0
2015-04-19,12.0,40.0,D,S,O,S,8,W,43,0,0.0
2015-04-20,29.0,120.0,C,A,I,N,10,W,38,C,2.4
2015-04-20,8.0,40.0,C,R,O,N,11,W,67,0,0.0
2015-04-20,20.0,270.0,D,K,C,N,19,W,7,0,0.0
2015-04-20,19.0,240.0,C,K,I,N,5,E,3,0,0.0
2015-04-20,1.0,10.0,A,X,X,N,15,W,30,0,0.0
2015-04-20,6.0,110.0,H,S,O,S,10,E,38,0,0.0
2015-04-20,27.0,50.0,D,S,I,S,8,W,50,0,0.0
2015-04-20,7.0,30.0,D,S,O,N,16,E,43,0,0.0
2015-04-21,3.0,30.0,H,A,O,N,11,W,52,0,0.0
2015-04-21,18.0,90.0,D,A,C,N,12,W,78,M,4.0
2015-04-21,40.0,250.0,D,A,C,N,20,W,21,C,1.1
2015-04-21,20.0,240.0,D,K,O,N,5,W,14,M,1.8
2015-04-21,9.0,110.0,H,A,O,S,9,E,28,0,0.0
2015-04-21,12.0,50.0,C,S,O,S,8,W,67,0,0.0
2015-04-21,7.0,20.0,C,R,O,N,15,E,30,0,0.0
2015-04-21,13.0,30.0,C,R,I,S,10,E,22,0,0.0
2015-04-21,6.0,30.0,D,A,O,S,10,E,14,0,0.0
2015-04-22,4.0,20.0,C,R,O,N,11,W,60,0,0.0
2015-04-22,21.0,100.0,C,S,C,N,20,W,34,C,4.1
2015-04-22,18.0,230.0,D,K,O,N,5,W,28,0,0.0
2015-04-22,17.0,170.0,C,S,C,N,20,W,43,0,0.0
2015-04-22,8.0,110.0,C,A,O,S,12,E,16,C,2.3
2015-04-22,3.0,30.0,C,S,O,S,7,W,79,0,0.0
2015-04-22,11.0,20.0,C,S,O,S,14,W,18,0,0.0
2015-04-22,19.0,100.0,D,A,I,S,10,E,1,M,1.1
2015-04-22,2.0,30.0,H,S,X,N,19,E,74,0,0.0
2015-04-23,2.0,30.0,H,R,X,N,8,W,70,0,0.0
2015-04-23,15.0,70.0,H,A,O,N,19,W,45,0,0.0
2015-04-23,12.0,250.0,H,K,O,N,7,W,37,C,3.1
2015-04-23,10.0,150.0,H,K,O,N,21,W,79,C,1.6
2015-04-23,12.0,120.0,H,A,O,S,8,E,4,0,0.0
2015-04-23,17.0,120.0,H,A,C,S,10,W,5,0,0.0
2015-04-23,8.0,60.0,D,S,O,S,9,W,8,0,0.0
2015-04-23,5.0,50.0,H,A,O,N,19,E,65,C,2.2
2015-04-24,4.0,50.0,H,S,O,N,19,W,70,C,1.7
2015-04-24,3.0,240.0,H,H,X,N,5,W,56,0,0.0
2015-04-24,2.0,10.0,B,X,O,N,19,W,89,C,1.4
2015-04-24,13.0,110.0,H,A,I,S,9,W,10,0,0.0
2015-04-24,38.0,170.0,D,H,C,S,10,W,23,C,1.0
2015-04-24,14.0,60.0,H,S,I,N,20,E,50,0,0.0
2015-04-25,2.0,30.0,H,S,X,N,19,W,73,0,0.0
2015-04-25,2.0,240.0,H,H,X,N,4,W,66,0,0.0
2015-04-25,6.0,90.0,H,S,O,S,11,W,24,0,0.0
2015-04-25,21.0,190.0,D,A,I,S,10,W,34,0,0.0
2015-04-25,11.0,20.0,H,S,O,N,20,E,30,0,0.0
2015-04-26,1.0,60.0,H,S,X,N,5,W,85,0,0.0
2015-04-26,3.0,60.0,C,S,O,S,8,W,38,0,0.0
2015-04-26,9.0,280.0,D,S,I,S,10,W,48,C,1.0
2015-04-26,2.0,10.0,H,S,X,N,20,E,23,0,0.0
2015-04-27,2.0,30.0,C,S,O,S,7,W,55,0,0.0
2015-04-27,14.0,210.0,D,A,I,S,10,W,67,0,0.0
2015-04-27,6.0,10.0,H,S,O,N,21,E,6,0,0.0
2015-04-28,3.0,40.0,H,A,X,S,9,W,65,0,0.0
2015-04-28,7.0,360.0,H,K,O,S,10,W,73,C,1.9
2015-04-28,9.0,10.0,H,S,O,N,21,W,7,0,0.0
2015-04-29,4.0,30.0,H,R,X,S,9,W,74,0,0.0
2015-04-29,9.0,30.0,B,X,O,N,21,W,13,0,0.0
2015-04-30,8.0,20.0,D,S,O,S,20,E,19,0,0.0
2015-04-30,4.0,30.0,H,S,X,S,15,E,81,0,0.0
2015-05-01,4.0,10.0,B,X,O,S,20,E,8,0,0.0
2015-05-01,6.0,70.0,D,A,O,S,15,E,68,0,0.0
2015-05-02,1.0,0.0,A,X,X,S,20,W,8,0,0.0
2015-05-02,38.0,240.0,D,A,C,S,15,E,65,B,8.8
2015-05-03,20.0,170.0,D,A,C,S,17,E,51,C,2.2
2015-05-03,7.0,10.0,C,R,O,N,13,E,27,0,0.0
2015-05-03,3.0,10.0,A,X,X,S,17,E,68,0,0.0
2015-05-03,2.0,20.0,A,X,X,N,5,E,64,0,0.0
2015-05-04,43.0,340.0,E,A,C,S,15,E,37,C,8.0
2015-05-04,27.0,40.0,D,A,I,N,13,E,11,0,0.0
2015-05-04,6.0,10.0,B,X,O,S,17,E,54,0,0.0
2015-05-04,5.0,20.0,B,X,O,N,6,E,55,C,3.0
2015-05-05,31.0,290.0,E,A,C,S,16,E,16,M,2.6
2015-05-05,22.0,50.0,D,S,O,N,13,W,1,0,0.0
2015-05-05,7.0,10.0,B,X,O,S,17,E,34,0,0.0
2015-05-05,21.0,100.0,D,A,C,N,4,E,35,0,0.0
2015-05-05,11.0,210.0,D,A,O,N,13,E,76,M,1.2
2015-05-06,56.0,300.0,E,A,C,S,6,E,11,C,1.5
2015-05-06,22.0,40.0,D,S,O,N,4,W,15,0,0.0
2015-05-06,10.0,10.0,C,S,O,S,8,E,28,0,0.0
2015-05-06,8.0,100.0,D,A,O,N,5,E,29,0,0.0
2015-05-06,39.0,590.0,F,K,C,N,13,E,68,M,1.9
2015-05-07,61.0,250.0,E,A,C,S,15,W,5,0,0.0
2015-05-07,9.0,30.0,B,X,O,N,12,W,28,0,0.0
2015-05-07,11.0,30.0,D,A,O,S,18,E,16,0,0.0
2015-05-07,10.0,40.0,D,A,O,N,4,E,15,0,0.0
2015-05-07,23.0,730.0,F,K,C,N,13,E,55,C,4.3
2015-05-07,2.0,30.0,H,S,X,S,7,E,78,0,0.0
2015-05-07,1.0,60.0,H,S,X,S,19,E,81,0,0.0
2015-05-08,79.0,150.0,E,A,C,S,15,W,17,0,0.0
2015-05-08,4.0,10.0,B,X,O,N,13,W,47,0,0.0
2015-05-08,5.0,10.0,H,R,O,S,17,E,2,0,0.0
2015-05-08,17.0,50.0,D,A,O,N,5,E,3,0,0.0
2015-05-08,65.0,910.0,F,K,C,N,15,E,43,C,5.5
2015-05-08,7.0,50.0,H,A,X,S,8,E,58,0,0.0
2015-05-08,2.0,120.0,H,A,X,S,20,E,74,0,0.0
2015-05-09,31.0,60.0,E,S,I,S,16,W,28,0,0.0
2015-05-09,4.0,20.0,C,R,O,S,17,W,18,0,0.0
2015-05-09,10.0,30.0,D,S,O,N,5,W,14,0,0.0
2015-05-09,42.0,940.0,F,K,C,N,12,E,38,C,3.0
2015-05-09,13.0,50.0,H,A,O,S,10,E,52,0,0.0
2015-05-09,1.0,70.0,H,S,X,S,20,E,60,0,0.0
2015-05-09,4.0,30.0,C,R,O,N,17,E,76,0,0.0
2015-05-10,9.0,20.0,C,S,O,S,16,W,53,0,0.0
2015-05-10,14.0,40.0,D,S,O,S,17,W,29,0,0.0
2015-05-10,64.0,850.0,F,K,C,N,13,E,16,C,2.4
2015-05-10,7.0,20.0,C,S,O,S,8,E,40,0,0.0
2015-05-10,2.0,70.0,H,S,X,S,19,E,42,0,0.0
2015-05-10,13.0,80.0,D,S,O,N,19,E,59,0,0.0
2015-05-10,6.0,20.0,H,R,O,N,9,E,44,0,0.0
2015-05-10,1.0,30.0,H,S,X,S,10,E,80,C,1.7
2015-05-11,12.0,50.0,D,S,O,S,17,W,56,C,1.6
2015-05-11,3.0,30.0,A,X,X,N,10,W,69,C,1.2
2015-05-11,4.0,30.0,B,X,O,S,17,W,38,0,0.0
2015-05-11,72.0,710.0,F,K,C,N,14,E,8,C,2.0
2015-05-11,11.0,30.0,D,S,O,S,7,E,25,0,0.0
2015-05-11,3.0,120.0,H,A,X,S,20,E,31,0,0.0
2015-05-11,14.0,70.0,C,S,O,N,18,E,50,0,0.0
2015-05-11,7.0,40.0,B,X,O,N,11,E,39,0,0.0
2015-05-11,5.0,60.0,H,A,O,S,10,E,65,0,0.0
2015-05-11,9.0,20.0,C,S,O,N,12,E,17,0,0.0
2015-05-11,1.0,30.0,H,S,X,S,7,E,85,0,0.0
2015-05-11,2.0,30.0,H,S,X,N,8,E,80,0,0.0
2015-05-12,5.0,10.0,B,X,O,S,14,W,71,0,0.0
2015-05-12,2.0,10.0,B,X,O,N,12,W,80,0,0.0
2015-05-12,56.0,690.0,F,K,C,N,16,W,6,C,3.0
2015-05-12,3.0,10.0,H,S,X,S,7,E,13,0,0.0
2015-05-12,2.0,80.0,H,S,X,S,19,E,21,0,0.0
2015-05-12,10.0,40.0,C,S,O,N,18,E,35,0,0.0
2015-05-12,3.0,10.0,B,X,O,N,11,E,25,0,0.0
2015-05-12,4.0,40.0,C,S,O,S,11,E,56,0,0.0
2015-05-12,4.0,10.0,B,X,O,N,15,E,7,0,0.0
2015-05-12,1.0,50.0,H,S,X,S,7,E,69,0,0.0
2015-05-12,1.0,10.0,A,X,X,N,5,E,68,0,0.0
2015-05-13,64.0,390.0,F,K,C,N,14,W,28,C,3.2
2015-05-13,2.0,0.0,A,X,X,S,8,W,2,0,0.0
