Date,Region,Sunspot Number,Size,Magnetic Classification,Location,Zurich Class,Penumbra Class,Compactness Class
1990-11-02,6350,2,20,B,S26E40,B,X,O
1990-11-02,6351,3,20,A,N12E05,A,X,
1990-11-02,6354,3,10,A,S22E29,A,X,
1990-11-03,6337,4,45,B,S15W71,C,A,O
1990-11-03,6343,5,57,B,N07W27,C,A,O
1990-11-03,6345,28,396,B,S05E09,D,K,O
1990-11-03,6347,22,132,B,S19E38,D,A,O
1990-11-03,6349,1,10,A,S13E49,A,X,
1990-11-03,6350,13,45,B,S25E38,B,X,O
1990-11-03,6351,7,18,B,N12E03,B,X,O
1990-11-03,6352,7,15,B,N07E12,B,X,O
1990-11-03,6353,2,17,A,N12E82,A,X,
1990-11-03,6354,4,5,A,S21E23,A,X,O
1990-11-03,6445,31,430,B,S05W01,D,H,I
1990-11-04,6343,3,43,A,N07W41,H,A,O
1990-11-04,6345,37,338,B,S05W03,D,K,O
1990-11-04,6347,32,87,B,S18E25,E,A,O
1990-11-04,6349,1,0,A,S13E37,A,X,
1990-11-04,6350,18,118,B,S25E26,D,R,O
1990-11-04,6351,5,10,B,N12W11,B,X,O
1990-11-04,6352,12,32,B,N08E04,D,A,O
1990-11-04,6353,1,13,A,N13E75,A,X,
1990-11-04,6354,17,20,B,S21E12,B,X,O
1990-11-04,6355,4,7,A,N16E07,A,X,O
1990-11-04,6356,7,5,B,S23E29,B,X,O
1990-11-04,6357,5,14,B,S10E64,B,X,O
1990-11-04,6358,4,225,B,N17E79,C,K,O
1990-11-05,6343,5,42,A,N10W55,H,S,O
1990-11-05,6345,30,265,B,S04W19,D,A,I
1990-11-05,6347,14,46,B,S18E06,C,S,O
1990-11-05,6349,2,10,A,S16E17,A,X,
1990-11-05,6350,17,182,B,S26E10,D,A,O
1990-11-05,6352,8,27,B,N08W10,B,X,O
1990-11-05,6353,3,20,A,N10E63,A,X,O
1990-11-05,6354,10,50,B,S19W04,B,X,O
1990-11-05,6355,7,10,B,N15W03,B,X,O
1990-11-05,6356,4,28,A,S24E19,A,X,O
1990-11-05,6357,6,24,B,S12E58,B,X,O
1990-11-05,6358,10,295,B,N14E73,C,H,O
1990-11-05,6359,3,24,B,S18E75,B,X,O
1990-11-05,6360,3,10,B,S14E79,B,X,O
1990-11-05,6361,4,83,B,N08E87,C,A,O
1990-11-05,6362,2,10,A,N09E64,A,X,O
1990-11-05,6364,3,90,B,S29E80,B,X,O
1990-11-06,6343,3,58,A,N07W70,H,A,
1990-11-06,6345,23,300,B,S05W34,D,K,O
1990-11-06,6347,18,64,B,S18W07,D,A,O
1990-11-06,6349,14,28,B,S15E16,B,X,O
1990-11-06,6350,23,180,B,S25W02,D,A,O
1990-11-06,6352,3,10,B,N08W25,B,X,O
1990-11-06,6353,8,24,B,N12E49,C,S,O
1990-11-06,6354,10,26,B,S21W14,D,S,O
1990-11-06,6355,17,38,B,N16W12,B,X,O
1990-11-06,6356,6,5,A,S24E03,A,X,O
1990-11-06,6357,3,0,A,S11E47,A,X,
1990-11-06,6358,28,1106,B,N17E58,D,H,O
1990-11-06,6359,14,20,A,S18E67,H,S,
1990-11-06,6360,8,50,A,S14E73,H,S,O
1990-11-06,6361,12,270,B,N07E80,D,S,O
1990-11-06,6362,7,25,B,N09E54,B,X,O
1990-11-06,6363,8,40,B,S16E10,D,R,I
1990-11-06,6364,4,78,A,S30E80,H,S,O
1990-11-07,6345,13,262,B,S05W47,D,S,O
1990-11-07,6347,12,60,B,S17W21,C,S,O
1990-11-07,6349,19,120,B,S16E00,D,A,I
1990-11-07,6350,15,162,B,S26W17,E,A,O
1990-11-07,6352,1,10,A,N08W33,A,X,
1990-11-07,6353,8,72,A,N13E35,A,X,O
1990-11-07,6354,5,20,B,S21W28,C,S,O
1990-11-07,6355,31,210,B,N16W25,D,A,I
1990-11-07,6356,2,50,A,S22W16,H,S,
1990-11-07,6358,22,506,B,N18E45,C,H,O
1990-11-07,6359,6,30,B,S17E52,C,A,O
1990-11-07,6360,4,52,B,S13E57,C,A,O
1990-11-07,6361,19,426,B,N07E67,C,K,O
1990-11-07,6362,8,54,B,N10E43,C,S,O
1990-11-07,6364,13,136,A,S28E62,H,A,O
1990-11-07,6365,2,10,A,S08E12,A,X,
1990-11-07,6370,2,20,A,S07E73,A,X,
1990-11-08,6345,9,140,B,S05W60,D,A,O
1990-11-08,6347,11,36,B,S17W34,C,A,O
1990-11-08,6349,22,138,B,S16W12,D,A,O
1990-11-08,6350,14,120,B,S24W29,E,A,O
1990-11-08,6353,14,17,B,N13E23,B,X,O
1990-11-08,6355,34,319,B,N17W37,D,A,I
1990-11-08,6356,1,0,A,S22W31,A,X,
1990-11-08,6358,34,526,B,N18E32,D,H,O
1990-11-08,6359,8,14,A,S17E40,H,S,O
1990-11-08,6360,5,30,A,S13E44,H,S,O
1990-11-08,6361,34,331,B,N08E56,C,K,O
1990-11-08,6362,26,80,B,N10E31,D,A,O
1990-11-08,6363,12,120,B,S15W20,D,A,O
1990-11-08,6364,20,154,B,S29E52,D,A,O
1990-11-08,6365,2,3,A,N22W12,A,X,
1990-11-08,6366,1,0,A,S32E78,A,X,
1990-11-08,6370,1,7,A,S10E61,A,X,
1990-11-09,6345,7,70,B,S05W76,D,A,O
1990-11-09,6347,4,21,B,S17W48,C,S,O
1990-11-09,6349,21,92,B,S16W26,D,A,O
1990-11-09,6350,11,96,B,S26W41,C,A,O
1990-11-09,6353,18,13,B,N14E11,B,X,O
1990-11-09,6355,23,277,BG,N17W52,D,A,O
1990-11-09,6357,2,5,A,S15W02,A,X,
1990-11-09,6358,46,484,B,N18E19,E,H,O
1990-11-09,6359,6,16,A,S17E26,A,X,O
1990-11-09,6360,5,17,A,S11E32,H,A,O
1990-11-09,6361,33,241,BG,N10E43,F,A,O
1990-11-09,6362,25,57,B,N11E18,D,A,O
1990-11-09,6363,15,80,B,S16W32,E,S,O
1990-11-09,6364,32,294,B,S29E42,E,A,O
1990-11-09,6366,3,10,A,S20E63,A,X,
1990-11-10,6347,5,16,A,S17W64,A,X,O
1990-11-10,6349,14,69,B,S16W42,E,A,O
1990-11-10,6350,7,73,A,S23W62,H,A,O
1990-11-10,6353,6,10,B,N14W02,B,X,O
1990-11-10,6355,12,234,BG,N19W67,D,A,O
1990-11-10,6357,1,5,A,S15W09,A,X,
1990-11-10,6358,27,456,B,N18E05,E,H,O
1990-11-10,6359,9,10,A,S19E11,A,X,O
1990-11-10,6360,3,7,A,S13E19,A,X,O
1990-11-10,6361,35,659,BG,N09E34,F,A,O
1990-11-10,6362,19,56,B,N09E06,D,A,O
1990-11-10,6364,31,361,B,S30E29,E,A,O
1990-11-10,6365,3,7,A,S24W35,A,X,O
1990-11-10,6366,1,10,A,S20E48,A,X,
1990-11-10,6367,1,10,A,N40E71,A,X,
1990-11-10,6369,2,10,A,S28E09,A,X,
1990-11-11,6347,1,0,A,S18W76,A,X,
1990-11-11,6349,3,45,B,S17W59,C,S,O
1990-11-11,6350,2,58,A,S24W71,H,S,
1990-11-11,6353,9,15,B,N15W22,B,X,O
1990-11-11,6355,7,167,B,N17W77,D,K,O
1990-11-11,6356,5,25,B,S23W50,B,X,O
1990-11-11,6358,21,410,B,N17W07,D,H,O
1990-11-11,6359,7,9,B,S19W01,B,X,O
1990-11-11,6360,9,10,A,S15E05,A,X,O
1990-11-11,6361,53,188,BG,N10E20,F,A,O
1990-11-11,6362,17,37,B,N10W08,D,A,O
1990-11-11,6364,57,342,B,S30E18,E,H,O
1990-11-11,6365,5,20,B,S22W52,D,R,O
1990-11-11,6366,9,18,B,S21E39,C,R,O
1990-11-11,6367,5,12,A,N42E67,A,X,O
1990-11-12,6349,3,290,B,S16W72,C,S,O
1990-11-12,6353,5,10,B,N12W32,B,X,O
1990-11-12,6358,28,413,B,N16W21,D,H,O
1990-11-12,6359,6,4,B,S19W17,B,X,O
1990-11-12,6361,36,180,BG,N08E06,F,A,O
1990-11-12,6362,16,17,B,N09W21,D,R,O
1990-11-12,6364,49,407,B,S31E04,E,K,O
1990-11-12,6365,4,17,B,S23W59,B,X,O
1990-11-12,6366,10,25,B,S21E30,B,X,O
1990-11-12,6367,3,10,B,N41E52,B,X,O
1990-11-12,6368,1,50,A,N19E85,H,A,
1990-11-12,6369,3,10,A,S28W16,A,X,
1990-11-12,6370,4,25,B,S09E03,B,X,O
1990-11-13,6353,2,10,B,N13W49,B,X,O
1990-11-13,6358,19,372,B,N16W33,E,H,O
1990-11-13,6359,1,0,A,N06W30,A,X,
1990-11-13,6360,7,15,B,S16W26,B,X,O
1990-11-13,6361,30,136,B,N04W08,F,S,O
1990-11-13,6362,6,10,B,N08W38,B,X,O
1990-11-13,6364,36,275,B,S32W25,E,A,O
1990-11-13,6366,6,12,B,S22E21,C,S,O
1990-11-13,6368,11,640,B,N21E80,D,H,O
1990-11-13,6369,3,20,A,S27W30,A,X,O
1990-11-13,6370,4,10,B,S08W11,B,X,O
1990-11-14,6358,18,420,B,N15W45,D,K,O
1990-11-14,6360,4,15,B,S17W32,C,A,O
1990-11-14,6361,38,160,BG,N09W22,F,A,O
1990-11-14,6362,2,10,A,N08W52,A,X,
1990-11-14,6364,27,237,B,S29W30,E,A,O
1990-11-14,6366,24,48,B,S22E07,C,A,O
1990-11-14,6368,32,1620,B,N18E73,F,K,I
1990-11-15,6358,11,374,B,N16W57,C,H,O
1990-11-15,6360,3,10,A,S18W45,A,X,O
1990-11-15,6361,21,155,B,N09W33,C,A,O
1990-11-15,6362,2,10,A,N09W67,A,X,
1990-11-15,6364,14,172,B,S29W42,C,S,O
1990-11-15,6366,20,44,B,S22W09,D,S,O
1990-11-15,6368,64,2360,B,N17E63,F,K,I
1990-11-15,6369,1,0,A,S17W49,A,X,
1990-11-16,6358,4,180,B,N16W68,C,H,O
1990-11-16,6361,7,162,B,N08W58,D,A,O
1990-11-16,6364,6,167,B,S29W60,C,A,O
1990-11-16,6366,24,57,B,S22W22,D,A,O
1990-11-16,6368,49,2602,B,N18E52,F,K,I
1990-11-17,6358,1,300,A,N14W80,H,A,
1990-11-17,6361,8,110,B,N08W65,C,A,O
1990-11-17,6364,4,134,B,S29W62,C,A,O
1990-11-17,6366,12,154,B,S21W35,D,A,O
1990-11-17,6368,80,2936,BGD,N20E39,F,K,O
1990-11-17,6371,8,10,A,N18W11,A,X,O
1990-11-17,6372,5,113,A,S17E73,H,A,
1990-11-18,6361,2,45,A,N08W75,H,A,O
1990-11-18,6364,1,78,A,S28W71,H,A,
1990-11-18,6366,8,85,B,S20W49,C,A,O
1990-11-18,6368,98,2978,BGD,N19E27,F,K,I
1990-11-18,6371,4,2,B,N18W26,B,X,O
1990-11-18,6372,3,98,A,S18E66,H,S,
1990-11-18,6375,4,10,A,N21E39,A,X,
1990-11-19,6366,4,75,A,S20W69,H,A,O
1990-11-19,6368,95,2586,BGD,N18E11,F,K,I
1990-11-19,6371,5,10,A,N17W33,A,X,O
1990-11-19,6372,4,86,A,S19E53,H,A,O
1990-11-19,6376,10,28,B,S18W05,B,X,O
1990-11-19,6377,1,10,A,S05E75,A,X,
1990-11-20,6368,88,2498,BG,N17W01,F,K,I
1990-11-20,6371,5,13,A,N17W46,A,X,O
1990-11-20,6372,10,70,B,S19E39,C,A,O
1990-11-20,6376,18,52,B,S18W19,D,S,O
1990-11-21,6368,96,2326,B,N18W14,F,K,O
1990-11-21,6371,4,15,A,N17W56,A,X,O
1990-11-21,6372,10,59,B,S18E25,C,A,O
1990-11-21,6375,3,10,A,N30E11,A,X,
1990-11-21,6376,19,84,B,S17W32,D,S,O
1990-11-21,6377,4,8,A,S05E49,A,X,O
1990-11-22,6366,3,10,B,N20W75,B,X,O
1990-11-22,6368,54,2205,B,N18W26,F,K,O
1990-11-22,6371,3,25,A,N18W70,A,X,O
1990-11-22,6372,6,43,B,S18E12,C,S,O
1990-11-22,6376,8,48,B,S17W47,C,S,O
1990-11-22,6377,17,50,B,S08E41,B,X,O
1990-11-22,6378,8,43,B,S10E40,D,S,O
1990-11-23,6368,60,2172,B,N18W38,F,K,O
1990-11-23,6372,7,45,A,S18W01,H,S,O
1990-11-23,6375,4,10,B,N25W22,B,X,O
1990-11-23,6376,4,50,B,S17W58,C,S,O
1990-11-23,6377,35,110,B,S05E27,D,A,O
1990-11-23,6378,19,38,B,S10E35,D,A,O
1990-11-23,6379,11,30,B,S07E77,B,X,O
1990-11-23,6384,8,30,B,N12E81,B,X,O
1990-11-23,6386,2,30,B,S17E70,B,X,O
1990-11-24,6368,61,1770,B,N18W51,F,K,I
1990-11-24,6372,7,39,A,S17W13,H,S,O
1990-11-24,6375,2,0,A,N07W22,A,X,
1990-11-24,6376,2,18,B,S15W69,C,S,O
1990-11-24,6377,50,179,B,S05E13,D,A,O
1990-11-24,6378,6,12,B,S09E23,C,A,O
1990-11-24,6379,14,59,B,S06E71,D,S,O
1990-11-24,6380,2,3,A,S07W04,A,X,
1990-11-24,6381,2,50,A,S04E79,H,A,
1990-11-25,6368,45,1511,BGD,N18W64,F,K,I
1990-11-25,6372,4,30,A,S19W27,H,A,O
1990-11-25,6377,34,224,B,S04W02,E,A,O
1990-11-25,6378,8,26,A,S08E10,A,X,O
1990-11-25,6379,18,81,B,S06E60,D,S,O
1990-11-25,6381,1,42,A,S04E78,H,S,O
1990-11-25,6382,1,78,A,S21E82,H,A,
1990-11-26,6368,15,472,B,N18W73,D,K,O
1990-11-26,6372,2,13,A,S19W46,H,R,
1990-11-26,6377,26,202,B,S04W17,E,S,O
1990-11-26,6378,13,64,B,S09W06,C,S,O
1990-11-26,6379,20,322,B,S06E43,D,A,O
1990-11-26,6381,1,52,A,S03E59,H,S,
1990-11-26,6382,1,82,A,S21E70,H,S,
1990-11-26,6383,8,112,A,N16E79,H,A,O
1990-11-26,6384,3,20,B,N12E36,C,R,O
1990-11-27,6368,1,300,BGD,N17W77,C,K,O
1990-11-27,6377,27,294,B,S05W27,E,K,O
1990-11-27,6378,12,68,B,S11W18,D,S,O
1990-11-27,6379,20,100,B,S09E30,D,A,O
1990-11-27,6381,2,50,A,S05E47,H,S,
1990-11-27,6382,4,118,A,S22E59,H,S,O
1990-11-27,6383,7,124,B,N16E70,B,X,O
1990-11-27,6384,6,44,A,N10E33,A,X,O
1990-11-27,6385,1,68,A,S16E80,H,S,
1990-11-27,6386,3,15,A,N23W02,A,X,
1990-11-27,6389,1,10,A,N02E31,A,X,
1990-11-28,6377,21,170,B,S05W42,E,A,O
1990-11-28,6378,10,40,B,S09W32,C,S,O
1990-11-28,6379,20,44,B,S06E19,E,A,O
1990-11-28,6381,2,36,A,S04E33,H,S,
1990-11-28,6382,7,78,B,S20E47,C,S,O
1990-11-28,6383,14,90,B,N15E57,D,S,O
1990-11-28,6384,6,15,B,N11E22,D,S,O
1990-11-28,6385,9,62,A,S15E68,H,S,
1990-11-28,6386,3,8,A,N23W08,A,X,O
1990-11-28,6387,6,98,B,S23E78,C,S,O
1990-11-28,6388,10,20,A,S09E39,A,X,O
1990-11-28,6389,7,18,A,N02E21,A,X,O
1990-11-28,6391,2,5,A,S08E86,A,X,
1990-11-29,6377,22,136,B,S05W55,E,A,O
1990-11-29,6378,3,12,A,S10W48,A,X,
1990-11-29,6379,25,18,B,S06E03,C,R,O
1990-11-29,6381,6,28,A,S03E21,H,S,O
1990-11-29,6382,8,88,B,S20E36,C,S,O
1990-11-29,6383,26,72,B,N15E43,D,A,O
1990-11-29,6384,3,7,A,N10E07,A,X,
1990-11-29,6385,2,58,A,S16E56,H,A,O
1990-11-29,6386,7,10,B,N20W23,B,X,O
1990-11-29,6387,7,142,B,S23E74,C,A,O
1990-11-29,6388,24,32,B,S07E30,C,A,O
1990-11-29,6389,13,18,B,N02E12,B,X,O
1990-11-29,6390,5,100,A,N35E75,H,S,O
1990-11-29,6391,4,7,A,N10E61,A,X,O
1990-11-30,6377,5,102,B,S05W67,D,S,O
1990-11-30,6378,3,37,A,S08W64,H,S,O
1990-11-30,6379,12,22,B,S06W09,B,X,O
1990-11-30,6381,1,36,A,S04E08,H,S,
1990-11-30,6382,2,80,A,S21E21,H,S,O
1990-11-30,6383,11,51,B,N15E31,D,S,O
1990-11-30,6384,4,3,A,N11W11,A,X,
1990-11-30,6385,2,68,A,S16E44,H,S,
1990-11-30,6386,6,10,A,N25W38,A,X,
1990-11-30,6387,13,196,B,S23E57,D,H,O
1990-11-30,6388,15,38,B,S07E17,C,S,O
1990-11-30,6389,2,10,B,N03W01,B,X,O
1990-11-30,6390,4,190,B,N35E71,D,S,O
1990-11-30,6391,16,22,B,N08E51,B,X,O
1990-11-30,6392,6,22,B,S26W12,D,S,O
1990-12-01,6379,10,16,B,S08W25,C,S,O
1990-12-01,6381,1,22,A,S04W05,H,S,
1990-12-01,6382,6,45,A,S20E08,H,S,O
1990-12-01,6383,13,88,B,N15E18,C,S,O
1990-12-01,6384,4,3,B,N13W23,B,X,O
1990-12-01,6385,2,75,B,S18E30,D,S,O
1990-12-01,6386,4,30,B,N05W44,C,S,O
1990-12-01,6387,9,142,A,S23E50,H,S,O
1990-12-01,6388,7,14,B,S07E04,D,S,O
1990-12-01,6390,4,132,B,N35E59,D,S,O
1990-12-01,6391,8,22,B,N09E38,D,S,O
1990-12-01,6392,2,10,B,S26W25,D,S,O
1990-12-01,6393,3,8,A,S20E19,H,R,O
1990-12-01,6394,4,10,B,N05W53,B,X,O
1990-12-01,6395,15,360,B,N16E79,D,K,O
1990-12-01,6396,6,10,B,S21W28,B,X,O
1990-12-01,6402,1,0,A,N05E62,A,X,
1990-12-01,6407,3,0,B,N13E39,B,X,O
1990-12-02,6379,10,18,B,S06W32,B,X,O
1990-12-02,6381,1,18,A,S03W17,H,A,
1990-12-02,6382,3,35,A,S20W03,H,A,O
1990-12-02,6383,13,58,B,N16E07,C,A,O
1990-12-02,6385,3,56,B,S15E19,C,A,O
1990-12-02,6386,1,0,A,S18W56,A,X,
1990-12-02,6387,2,120,A,S22E38,H,H,
1990-12-02,6388,1,5,A,S07W12,A,X,
1990-12-02,6390,7,114,B,N35E50,C,A,O
1990-12-02,6391,5,14,B,N10E25,C,A,O
1990-12-02,6392,5,25,A,S25W39,A,X,O
1990-12-02,6393,9,12,B,S21E16,B,X,O
1990-12-02,6394,2,10,A,N06W58,A,X,
1990-12-02,6395,28,270,B,N15E78,F,K,O
1990-12-02,6396,6,8,B,S22W33,B,X,O
1990-12-02,6397,9,142,B,N08E79,C,A,O
1990-12-02,6398,6,10,B,N15E55,C,R,O
1990-12-02,6399,2,7,A,N22E56,A,X,
1990-12-02,6400,4,17,B,S23W28,D,R,O
1990-12-02,6401,2,0,A,S33E19,A,X,
1990-12-03,6379,7,55,B,S06W51,C,S,O
1990-12-03,6381,4,20,A,S04W31,H,S,O
1990-12-03,6382,2,35,A,S20W18,H,S,
1990-12-03,6383,13,43,B,N16W07,C,S,O
1990-12-03,6385,3,62,A,S15E06,H,S,
1990-12-03,6387,9,177,B,S23E26,C,S,O
1990-12-03,6390,7,147,B,N34E36,D,S,O
1990-12-03,6391,6,15,B,N09E09,B,X,O
1990-12-03,6393,6,13,B,S20E02,B,X,O
1990-12-03,6394,1,30,A,N06W73,A,X,
1990-12-03,6395,39,375,B,N16E65,E,K,O
1990-12-03,6396,5,38,A,S22W46,A,X,O
1990-12-03,6397,13,235,B,N10E70,D,S,O
1990-12-03,6398,8,55,B,N15E50,C,S,O
1990-12-03,6399,8,22,A,N21E52,A,X,O
1990-12-03,6400,8,20,B,S23W35,B,X,O
1990-12-03,6401,9,18,B,S33E16,B,X,O
1990-12-03,6402,4,10,A,S08E34,A,X,O
1990-12-04,6379,5,62,A,S08W65,H,A,O
1990-12-04,6381,2,12,A,S05W43,A,X,
1990-12-04,6382,2,37,A,S21W30,H,A,
1990-12-04,6383,9,48,B,N16W22,D,S,O
1990-12-04,6385,2,63,A,S17W08,H,A,
1990-12-04,6387,6,176,B,S26E15,C,S,O
1990-12-04,6390,9,117,B,N32E22,E,S,O
1990-12-04,6391,2,7,A,N08W07,A,X,
1990-12-04,6393,5,5,A,S20W15,A,X,O
1990-12-04,6395,46,385,B,N15E52,D,K,O
1990-12-04,6396,7,98,B,S22W60,D,A,O
1990-12-04,6397,15,201,B,N08E56,D,K,O
1990-12-04,6398,10,33,B,N14E37,D,S,O
1990-12-04,6399,5,20,B,N20E41,B,X,O
1990-12-04,6400,15,72,B,S25W50,B,X,O
1990-12-04,6401,8,22,B,S33E02,B,X,O
1990-12-04,6402,2,7,B,S11E26,B,X,O
1990-12-04,6403,4,10,B,S26E25,B,X,O
1990-12-04,6407,4,10,A,S14E05,A,X,
1990-12-05,6381,2,2,A,S04W61,A,X,
1990-12-05,6382,1,20,A,S21W46,H,S,
1990-12-05,6383,5,13,A,N15W37,H,A,O
1990-12-05,6385,1,48,A,S15W21,H,S,
1990-12-05,6387,16,244,B,S24E00,C,S,O
1990-12-05,6390,12,100,B,N35E09,C,S,O
1990-12-05,6393,8,14,A,S21W30,A,X,O
1990-12-05,6395,58,184,B,N19E39,D,K,O
1990-12-05,6396,17,257,B,S23W67,F,A,O
1990-12-05,6397,27,244,B,N10E44,E,A,O
1990-12-05,6398,4,10,B,N15E22,B,X,O
1990-12-05,6399,5,10,B,N22E27,C,R,O
1990-12-05,6400,21,345,B,S22W70,E,K,O
1990-12-05,6401,3,3,A,S34W07,A,X,
1990-12-05,6403,3,0,A,S26E16,A,X,
1990-12-05,6407,3,5,A,S14W02,H,A,
1990-12-06,6382,2,13,A,S21W60,H,S,
1990-12-06,6383,2,15,A,N16W50,A,X,O
1990-12-06,6385,1,37,A,S16W33,H,S,
1990-12-06,6387,14,294,B,S24W13,D,K,O
1990-12-06,6390,10,80,B,N36W03,C,S,O
1990-12-06,6393,8,38,B,S21W41,D,S,O
1990-12-06,6395,81,150,B,N17E26,D,A,O
1990-12-06,6396,6,285,B,S23W76,E,H,O
1990-12-06,6397,39,273,B,N10E31,E,S,I
1990-12-06,6398,5,10,A,N14E06,A,X,O
1990-12-06,6399,3,10,B,N21E15,B,X,O
1990-12-06,6400,6,115,A,S25W80,H,A,O
1990-12-06,6402,5,10,A,S12W12,A,X,O
1990-12-06,6403,2,5,A,S26E03,A,X,
1990-12-06,6404,7,32,A,S18E39,A,X,O
1990-12-06,6405,5,22,B,S11E63,B,X,O
1990-12-06,6406,2,5,A,S23E59,A,X,O
1990-12-06,6407,1,0,A,S11W12,A,X,
1990-12-07,6382,3,14,A,S21W75,A,X,O
1990-12-07,6383,3,8,A,N15W64,A,X,O
1990-12-07,6385,2,34,A,S17W48,H,S,O
1990-12-07,6387,31,276,B,S26W27,D,K,O
1990-12-07,6390,4,60,B,N35W16,C,S,O
1990-12-07,6393,5,20,B,S21W59,C,A,O
1990-12-07,6395,65,154,B,N17E11,F,A,I
1990-12-07,6397,66,316,B,N11E19,E,K,I
1990-12-07,6398,5,8,A,N14W08,A,X,O
1990-12-07,6399,7,6,B,N22W01,B,X,O
1990-12-07,6400,2,10,B,S25W84,B,X,O
1990-12-07,6402,16,23,B,S10W14,B,X,O
1990-12-07,6403,1,0,A,S23W08,A,X,
1990-12-07,6404,21,94,B,S19E25,D,S,O
1990-12-07,6405,5,15,B,S11E58,B,X,O
1990-12-07,6406,3,12,A,S23E59,A,X,O
1990-12-07,6407,6,20,B,S15W46,B,X,O
1990-12-08,6383,1,30,A,N15W75,A,X,
1990-12-08,6385,5,47,A,S16W58,H,S,O
1990-12-08,6387,26,233,B,S23W40,D,A,I
1990-12-08,6390,3,47,A,N34W29,H,S,O
1990-12-08,6393,1,0,A,S23W83,A,X,
1990-12-08,6395,73,253,B,N17W03,E,K,I
1990-12-08,6397,48,348,B,N10E04,E,K,I
1990-12-08,6398,23,62,B,N14W17,B,X,O
1990-12-08,6399,2,10,B,N20W15,B,X,O
1990-12-08,6402,22,81,B,S11W26,D,S,O
1990-12-08,6404,21,160,B,S18E12,D,A,O
1990-12-08,6405,3,17,B,S11E43,B,X,O
1990-12-08,6406,7,12,B,S26E42,B,X,O
1990-12-08,6407,11,82,B,S14W49,D,S,O
1990-12-08,6408,4,17,B,N26E69,B,X,O
1990-12-08,6409,1,30,A,N28E80,A,X,
1990-12-09,6385,2,37,A,S16W70,A,X,O
1990-12-09,6387,22,233,B,S23W53,D,S,I
1990-12-09,6390,2,17,B,N35W41,B,X,O
1990-12-09,6395,41,218,B,N18W12,D,K,I
1990-12-09,6397,33,343,B,N09W08,D,K,I
1990-12-09,6398,30,182,B,N13W31,E,A,O
1990-12-09,6399,3,3,A,N22W33,A,X,
1990-12-09,6402,19,73,B,S11W40,C,A,O
1990-12-09,6404,14,142,B,S18W02,D,A,O
1990-12-09,6406,5,13,B,S27E32,B,X,O
1990-12-09,6407,7,68,B,S15W61,D,A,O
1990-12-09,6408,2,10,B,N24E58,B,X,O
1990-12-09,6409,4,65,A,N28E75,A,X,O
1990-12-09,6410,11,237,B,N05E80,B,X,O
1990-12-09,6411,2,10,A,S23E67,A,X,O
1990-12-10,6387,17,233,B,S23W65,D,A,I
1990-12-10,6390,1,8,A,N36W53,A,X,O
1990-12-10,6395,33,134,B,N18W26,D,A,I
1990-12-10,6397,23,262,B,N09W21,E,K,O
1990-12-10,6398,22,160,B,N15W43,E,A,O
1990-12-10,6399,8,45,B,N21W50,C,R,O
1990-12-10,6402,15,92,B,S11W56,D,A,O
1990-12-10,6404,20,94,B,S18W14,D,A,O
1990-12-10,6406,7,10,B,S26E17,B,X,O
1990-12-10,6407,4,120,B,S15W74,C,A,O
1990-12-10,6408,2,10,B,N25E44,B,X,O
1990-12-10,6409,3,63,A,N28E65,H,A,O
1990-12-10,6410,16,333,B,N05E70,D,K,O
1990-12-10,6411,5,13,B,S23E59,B,X,O
1990-12-10,6412,2,300,A,N19E84,H,H,
1990-12-11,6387,6,134,B,S23W85,E,K,O
1990-12-11,6390,1,0,A,N35W67,A,X,
1990-12-11,6395,27,91,B,N20W45,D,A,O
1990-12-11,6397,23,263,B,N11W39,D,K,O
1990-12-11,6398,16,83,B,N16W62,E,A,O
1990-12-11,6399,14,99,B,N23W61,D,A,O
1990-12-11,6402,10,158,B,S11W76,C,A,O
1990-12-11,6404,11,117,B,S17W30,D,A,O
1990-12-11,6406,3,5,A,S26E02,A,X,
1990-12-11,6409,7,63,A,N29E53,H,A,O
1990-12-11,6410,33,415,B,N05E59,D,K,C
1990-12-11,6411,7,20,B,S25E49,B,X,O
1990-12-11,6412,10,301,B,N20E80,E,K,O
1990-12-11,6413,3,360,B,N20E72,D,K,O
1990-12-11,6415,9,25,A,N06E70,A,X,O
1990-12-12,6395,16,57,B,N18W51,D,S,O
1990-12-12,6397,17,250,B,N08W51,D,K,O
1990-12-12,6398,13,94,B,N14W67,D,S,O
1990-12-12,6399,12,171,B,N21W68,D,A,O
1990-12-12,6402,2,205,A,S12W78,H,K,
1990-12-12,6404,4,67,B,S17W45,C,A,O
1990-12-12,6406,1,0,A,S27W11,A,X,
1990-12-12,6409,3,56,A,N29E41,H,S,
1990-12-12,6410,36,607,B,N05E46,D,K,I
1990-12-12,6411,7,25,B,S25E37,C,S,O
1990-12-12,6412,20,753,B,N20E69,D,K,O
1990-12-12,6413,4,76,A,N22E63,H,S,O
1990-12-13,6395,3,27,B,N20W69,C,R,O
1990-12-13,6397,14,202,B,N09W70,C,K,O
1990-12-13,6398,1,40,A,N14W83,H,S,
1990-12-13,6399,3,25,B,N22W82,D,A,O
1990-12-13,6404,4,78,A,S18W60,H,A,O
1990-12-13,6408,1,40,A,N09E12,A,X,
1990-12-13,6409,2,45,A,N29E28,H,A,
1990-12-13,6410,35,535,B,N05E32,E,K,I
1990-12-13,6411,5,20,B,S23E22,B,X,O
1990-12-13,6412,49,1230,B,N18E63,F,K,O
