Date,Region,Sunspot Number,Size,Magnetic Classification,Location,Zurich Class,Penumbra Class,Compactness Class
1982-01-21,3565,3,47,B,N31W20,D,S,O
1982-01-21,3566,2,5,B,S23E04,B,X,O
1982-01-21,3567,13,40,B,S07E21,D,R,O
1982-01-21,3568,5,10,B,N12W16,B,X,O
1982-01-21,3569,9,95,B,S08E56,D,A,O
1982-01-22,3549,12,305,B,S11W68,E,A,O
1982-01-22,3550,4,200,,N03W81,C,S,O
1982-01-22,3552,2,57,A,N10W14,H,S,X
1982-01-22,3556,3,40,B,N12W30,D,A,O
1982-01-22,3557,22,92,B,S03E07,D,S,O
1982-01-22,3559,4,240,B,S12W75,D,K,O
1982-01-22,3561,1,10,,S25E27,A,X,X
1982-01-22,3562,7,10,A,N07W00,A,X,X
1982-01-22,3564,9,68,B,N05W71,D,S,O
1982-01-22,3565,1,37,A,N30W38,H,S,X
1982-01-22,3566,2,10,,S23W01,A,X,X
1982-01-22,3567,5,13,B,S07E08,B,X,O
1982-01-22,3568,6,74,B,N12W20,C,R,O
1982-01-22,3569,13,153,B,S08E50,D,A,O
1982-01-22,3570,20,70,B,N04E09,C,R,O
1982-01-23,3549,9,260,B,S11W84,E,S,O
1982-01-23,3552,1,30,A,N09W28,H,S,X
1982-01-23,3556,5,60,B,N13W41,C,S,O
1982-01-23,3557,19,26,B,N04W05,B,X,O
1982-01-23,3559,1,190,A,S12W88,H,A,X
1982-01-23,3562,5,15,A,N07W13,A,X,X
1982-01-23,3565,1,20,A,N28W51,H,R,X
1982-01-23,3567,6,16,B,S07W06,C,R,O
1982-01-23,3568,9,58,B,N12W34,D,S,O
1982-01-23,3569,13,144,B,S08E37,D,S,I
1982-01-23,3570,10,20,B,S02W08,B,X,O
1982-01-24,3552,1,22,A,N09W41,H,S,X
1982-01-24,3557,10,48,B,N04W19,B,X,O
1982-01-24,3562,1,0,A,S18E01,A,X,X
1982-01-24,3565,3,30,B,N31W68,B,X,O
1982-01-24,3567,5,20,B,S07W19,B,X,O
1982-01-24,3568,5,110,B,N12W48,C,S,O
1982-01-24,3569,24,115,B,S08E23,D,S,O
1982-01-24,3570,1,10,A,S01W25,H,R,X
1982-01-24,3571,2,5,B,S08W09,B,X,O
1982-01-24,3572,3,10,A,N22E42,A,X,X
1982-01-24,3574,1,5,A,N20E68,A,X,X
1982-01-24,3575,2,20,A,N11E79,A,X,X
1982-01-25,3552,1,27,A,N10W53,H,S,X
1982-01-25,3557,24,112,B,N03W33,D,A,O
1982-01-25,3561,2,10,A,S16W00,A,X,X
1982-01-25,3568,4,87,B,N12W62,D,S,O
1982-01-25,3569,24,113,B,S08E10,D,S,O
1982-01-25,3571,1,10,A,S09W28,A,X,X
1982-01-25,3572,11,43,A,N20E37,A,X,X
1982-01-25,3573,9,392,B,N10E86,D,K,C
1982-01-25,3574,5,35,B,N20E69,C,R,O
1982-01-25,3575,1,7,A,N10E80,A,X,X
1982-01-25,3578,1,60,A,N09E80,H,S,X
1982-01-26,3552,1,8,A,N10W66,H,S,X
1982-01-26,3557,21,220,B,N03W48,D,A,I
1982-01-26,3568,2,65,B,N12W75,C,S,O
1982-01-26,3569,16,86,B,S08W05,D,S,O
1982-01-26,3571,3,10,A,S08W39,A,X,X
1982-01-26,3572,17,68,B,N20E23,D,S,O
1982-01-26,3573,6,368,B,N10E73,D,K,I
1982-01-26,3574,9,34,B,N20E55,C,S,O
1982-01-26,3575,1,8,A,N11E63,A,X,X
1982-01-26,3576,6,242,A,S14E85,H,S,X
1982-01-26,3577,6,30,B,S12E32,C,R,O
1982-01-26,3578,3,13,A,S08E62,A,X,X
1982-01-27,3552,1,0,A,N09W80,A,X,X
1982-01-27,3557,13,290,B,N03W61,D,A,O
1982-01-27,3569,10,68,B,S09W19,C,S,O
1982-01-27,3571,1,6,A,S06W41,A,X,X
1982-01-27,3572,20,78,B,N20E10,D,A,O
1982-01-27,3573,12,366,B,N10E60,C,K,O
1982-01-27,3574,12,52,B,N20E40,D,R,O
1982-01-27,3575,1,5,A,N10E49,A,X,X
1982-01-27,3576,20,446,B,S14E74,E,A,O
1982-01-27,3577,26,76,B,S13E31,D,R,O
1982-01-27,3578,9,24,B,S09E58,B,X,O
1982-01-27,3579,3,77,A,N12E78,A,X,X
1982-02-01,3573,63,800,BGD,N12W11,F,K,I
1982-02-01,3575,9,10,B,N11W23,B,X,O
1982-02-01,3576,71,1360,BGD,S12W05,F,K,C
1982-02-01,3577,14,630,B,S12W44,E,H,O
1982-02-01,3578,13,100,A,S08W26,H,A,X
1982-02-01,3579,12,200,BGD,N09E06,D,H,I
1982-02-01,3580,9,120,B,N13W42,D,S,I
1982-02-01,3582,10,140,BG,N14E17,D,A,O
1982-02-01,3583,11,110,B,S16E27,D,S,O
1982-02-01,3584,9,30,B,S13E34,C,S,O
1982-02-01,3585,1,0,A,N17E22,A,X,X
1982-02-01,3587,5,20,B,S18E47,C,R,O
1982-02-01,3588,1,50,A,S17E49,H,S,X
1982-02-01,3589,4,20,B,S07E65,C,R,O
1982-02-01,3590,6,10,B,S13E09,B,X,O
1982-02-01,3591,12,10,B,S11E22,B,X,O
1982-02-02,3573,34,353,BG,N09W21,D,H,O
1982-02-02,3575,3,10,B,N10W32,C,R,O
1982-02-02,3576,52,1000,BGD,S14W09,F,K,I
1982-02-02,3577,11,540,B,S14W49,D,S,O
1982-02-02,3578,12,50,B,S10W30,D,A,O
1982-02-02,3579,11,187,B,N10E01,D,S,O
1982-02-02,3580,7,120,B,N13W56,D,A,O
1982-02-02,3581,8,290,,N12W14,D,A,O
1982-02-02,3582,7,70,B,N15E11,D,S,O
1982-02-02,3583,21,97,BG,S18E25,D,A,O
1982-02-02,3584,5,35,B,S14E30,D,A,O
1982-02-02,3585,2,10,B,N18E12,B,X,O
1982-02-02,3587,2,15,A,S19E44,H,A,X
1982-02-02,3588,1,20,A,S15E48,H,S,X
1982-02-02,3589,3,30,B,S06E59,C,R,O
1982-02-02,3592,7,10,B,N17E22,C,S,O
1982-02-03,3573,18,393,B,N08W35,D,K,O
1982-02-03,3575,1,0,A,N08W39,A,X,X
1982-02-03,3576,58,1337,BGD,S13W23,F,K,C
1982-02-03,3577,5,420,B,S14W61,D,H,O
1982-02-03,3578,9,27,B,S11W43,B,X,O
1982-02-03,3579,9,143,B,N09W13,D,S,I
1982-02-03,3580,6,60,B,N11W69,D,S,O
1982-02-03,3581,19,260,B,N11W26,D,S,I
1982-02-03,3582,18,140,B,N15W01,D,S,O
1982-02-03,3583,26,157,BG,S18E09,E,S,I
1982-02-03,3584,9,20,B,S13E13,C,R,O
1982-02-03,3587,2,25,B,S19E27,C,R,O
1982-02-03,3588,1,17,A,S15E34,H,R,X
1982-02-03,3589,15,75,B,S05E36,B,X,I
1982-02-03,3592,9,97,B,N16E14,D,S,O
1982-02-03,3593,1,0,A,S17E74,A,X,X
1982-02-03,3594,2,570,B,S09E84,E,H,O
1982-02-03,3596,1,0,A,N21E56,A,X,X
1982-02-04,3573,20,258,B,N10W41,E,A,O
1982-02-04,3576,38,978,B,S14W35,C,H,O
1982-02-04,3577,3,315,B,S15W75,C,H,O
1982-02-04,3578,8,15,B,S11W53,B,X,O
1982-02-04,3579,9,110,B,N08W25,C,S,O
1982-02-04,3582,7,78,B,N16W13,D,S,O
1982-02-04,3583,27,86,BG,S18W02,E,A,I
1982-02-04,3584,9,25,B,S13E02,B,X,O
1982-02-04,3587,9,20,B,S19E17,C,R,O
1982-02-04,3588,2,12,A,S15E22,H,R,X
1982-02-04,3589,12,48,B,S06E31,D,A,I
1982-02-04,3592,6,52,B,N16E02,D,A,I
1982-02-04,3593,1,0,A,S16E61,A,X,X
1982-02-04,3594,36,1228,B,S10E80,E,K,I
1982-02-04,3595,3,7,A,S07W02,A,X,X
1982-02-05,3573,13,247,B,N12W53,E,A,O
1982-02-05,3576,29,1000,B,S14W48,F,K,I
1982-02-05,3578,3,10,B,S12W67,B,X,O
1982-02-05,3579,6,147,B,N09W38,C,S,O
1982-02-05,3582,15,123,B,N16W25,E,S,O
1982-02-05,3583,16,137,BG,S19W13,E,A,O
1982-02-05,3584,6,55,B,S14W10,D,R,O
1982-02-05,3587,8,33,B,S19E04,C,R,O
1982-02-05,3588,1,7,A,S15E10,A,X,X
1982-02-05,3589,8,40,B,S06E20,E,R,O
1982-02-05,3592,9,67,B,N15W12,D,S,O
1982-02-05,3593,2,10,A,S17E48,A,X,X
1982-02-05,3594,30,1800,BD,S10E69,E,K,I
1982-02-05,3595,6,10,B,S04W25,B,X,O
1982-02-05,3596,1,30,A,N21E22,H,S,X
1982-02-05,3603,2,280,,S09E85,D,A,O
1982-02-06,3573,2,120,B,N10W80,C,K,O
1982-02-06,3576,16,735,B,S13W72,F,K,O
1982-02-06,3579,4,130,B,N08W61,D,K,O
1982-02-06,3582,2,50,B,N16W50,C,S,O
1982-02-06,3583,22,150,BG,S18W33,E,K,O
1982-02-06,3587,3,25,B,S18W19,C,A,O
1982-02-06,3588,1,10,A,S15W12,A,X,X
1982-02-06,3589,5,20,B,S05W08,C,S,O
1982-02-06,3592,19,195,B,N16W34,D,K,O
1982-02-06,3594,56,2635,B,S09E54,F,K,O
1982-02-06,3595,18,150,B,S06W39,D,K,O
1982-02-06,3596,3,10,B,N21E12,B,X,O
1982-02-06,3597,2,20,B,S15E67,C,A,O
1982-02-06,3598,2,60,B,N01E71,C,K,O
1982-02-06,3599,2,20,B,S20E47,C,A,O
1982-02-06,3603,1,120,A,N13E71,H,A,X
1982-02-07,3576,5,180,B,S18W78,F,K,O
1982-02-07,3579,8,120,B,N10W74,E,K,O
1982-02-07,3582,1,37,A,N16W64,H,S,X
1982-02-07,3583,17,180,BG,S18W47,E,K,O
1982-02-07,3587,5,17,B,S19W29,C,A,O
1982-02-07,3589,9,14,B,S04W22,D,A,O
1982-02-07,3592,22,237,B,N16W47,E,K,O
1982-02-07,3593,4,12,B,S17E15,B,X,O
1982-02-07,3594,76,2190,BGD,S09E40,F,K,O
1982-02-07,3595,27,190,B,S05W55,C,K,O
1982-02-07,3597,4,37,B,S14E55,C,S,O
1982-02-07,3598,3,113,A,N01E59,H,K,X
1982-02-07,3599,13,27,B,S19E29,C,S,O
1982-02-07,3600,1,20,A,S08E68,H,S,X
1982-02-07,3601,4,213,B,S13E78,C,K,O
1982-02-07,3602,1,105,A,N16E82,H,S,X
1982-02-07,3604,3,20,B,N25E27,B,X,O
1982-02-08,3576,2,175,A,S15W79,H,S,X
1982-02-08,3579,2,155,A,N09W81,H,S,X
1982-02-08,3582,2,65,A,N15W70,H,S,X
1982-02-08,3583,17,175,B,S19W51,D,S,O
1982-02-08,3587,5,25,B,S20W35,B,X,O
1982-02-08,3589,5,25,B,S05W26,B,X,O
1982-02-08,3592,20,385,BG,N15W55,D,A,O
1982-02-08,3593,4,20,,S17E10,B,X,O
1982-02-08,3594,82,2365,BGD,S09E34,F,K,C
1982-02-08,3595,18,215,B,S05W57,D,A,O
1982-02-08,3597,3,25,B,S12E49,C,S,O
1982-02-08,3598,3,125,A,N02E54,H,S,X
1982-02-08,3599,10,50,B,S19E24,C,R,O
1982-02-08,3600,2,10,A,S06E62,A,X,X
1982-02-08,3601,4,250,B,S11E70,H,S,X
1982-02-08,3602,2,210,A,N16E82,H,S,X
1982-02-09,3582,1,10,,N15W85,A,X,X
1982-02-09,3583,7,44,B,S19W64,D,R,O
1982-02-09,3587,2,3,A,S20W48,A,X,X
1982-02-09,3589,4,20,B,S05W40,A,X,X
1982-02-09,3592,10,185,B,N15W68,D,S,O
1982-02-09,3594,73,2062,BGD,S09E20,F,K,C
1982-02-09,3595,4,110,B,S05W70,D,S,O
1982-02-09,3597,3,16,A,S12E39,C,R,O
1982-02-09,3598,3,50,A,N02E40,H,S,X
1982-02-09,3599,14,52,B,S19E12,D,S,O
1982-02-09,3600,4,8,B,S06E48,A,X,X
1982-02-09,3601,3,214,A,S12E58,C,S,O
1982-02-09,3602,1,132,A,N16E67,H,S,X
1982-02-09,3603,30,213,BG,S08E22,D,A,I
1982-02-09,3604,4,34,B,N23E10,B,X,O
1982-02-09,3606,4,10,A,N09E71,B,X,O
1982-02-10,3583,2,23,A,S19W79,A,X,X
1982-02-10,3587,2,5,A,S20W61,A,X,X
1982-02-10,3589,3,10,,S05W55,B,X,O
1982-02-10,3592,5,160,B,N14W83,D,S,O
1982-02-10,3594,79,1840,BGD,S10E02,F,K,C
1982-02-10,3595,1,65,A,S05W85,H,S,X
1982-02-10,3597,3,12,A,S12E26,H,R,X
1982-02-10,3598,3,60,A,N02E25,H,S,X
1982-02-10,3599,11,32,B,S19W02,C,A,O
1982-02-10,3600,2,8,A,S06E34,A,X,X
1982-02-10,3601,9,232,A,S12E44,C,A,O
1982-02-10,3602,2,144,A,N16E52,H,S,X
1982-02-10,3603,32,348,B,S09E17,C,A,O
1982-02-10,3604,3,28,B,N23W04,C,R,O
1982-02-10,3606,1,5,A,N10E59,A,X,X
1982-02-11,3594,74,1824,BGD,S10W14,F,K,C
1982-02-11,3597,2,8,A,S13E13,A,X,X
1982-02-11,3598,2,92,A,N01E12,H,S,X
1982-02-11,3599,3,13,A,S21W15,A,X,X
1982-02-11,3600,4,12,A,S08E18,A,X,X
1982-02-11,3601,20,222,B,S13E31,C,K,O
1982-02-11,3602,9,182,A,N15E38,H,S,X
1982-02-11,3603,40,330,BG,S09E03,C,K,I
1982-02-11,3604,4,22,B,N23W17,C,R,O
1982-02-11,3606,1,8,A,N10E48,A,X,X
1982-02-11,3607,3,270,A,N03E85,H,H,X
1982-02-12,3594,65,1712,BGD,S10W28,F,K,C
1982-02-12,3597,2,3,A,S13W00,A,X,X
1982-02-12,3598,2,82,A,N01W01,H,S,X
1982-02-12,3600,6,20,B,S08E06,B,X,O
1982-02-12,3601,18,164,B,S13E18,C,K,O
1982-02-12,3602,3,144,A,N15E25,H,S,X
1982-02-12,3603,30,314,B,S09W10,C,K,O
1982-02-12,3604,4,20,B,N23W32,B,X,O
1982-02-12,3607,9,568,A,N03E78,H,H,X
1982-02-13,3594,59,1713,BGD,S11W40,F,K,C
1982-02-13,3597,3,40,B,S09W10,D,R,O
1982-02-13,3598,2,97,A,N01W16,H,S,X
1982-02-13,3600,5,15,B,S08W15,C,A,O
1982-02-13,3601,22,153,B,S14E03,C,A,O
1982-02-13,3602,4,160,A,N16E10,H,H,X
1982-02-13,3603,23,283,B,S10W23,C,K,O
1982-02-13,3604,6,67,B,N23W46,C,R,O
1982-02-13,3607,12,1010,BGD,N05E67,F,K,O
1982-02-13,3608,4,110,B,N06E70,C,S,O
1982-02-14,3594,45,1933,BGD,S11W35,F,K,C
1982-02-14,3597,2,0,A,S10W22,A,X,X
1982-02-14,3598,3,83,A,N01W26,H,S,X
1982-02-14,3600,2,0,B,S09W30,B,X,O
1982-02-14,3601,34,123,B,S14W12,D,S,O
1982-02-14,3602,4,93,B,N16W01,D,S,C
1982-02-14,3603,15,233,B,S10W35,D,K,O
1982-02-14,3604,4,30,B,N23W57,D,S,O
1982-02-14,3607,10,795,B,N05E49,D,K,C
1982-02-14,3608,10,137,B,N06E61,D,S,O
1982-02-15,3594,35,1526,BGD,S11W68,F,K,C
1982-02-15,3598,1,96,A,N01W40,H,S,X
1982-02-15,3600,4,18,B,S09W41,B,X,O
1982-02-15,3601,17,100,B,S13W24,D,S,O
1982-02-15,3602,6,62,B,N16W14,D,S,C
1982-02-15,3603,9,172,B,S10W46,D,K,O
1982-02-15,3604,3,27,B,N23W70,C,S,O
1982-02-15,3607,13,788,B,N04E36,D,K,I
1982-02-15,3608,6,190,B,N05E51,C,S,O
1982-02-15,3609,2,7,B,N12E27,B,X,O
1982-02-15,3610,8,66,A,N12E80,A,X,X
1982-02-16,3594,11,1025,BGD,S10W79,F,K,C
1982-02-16,3598,1,65,A,N01W54,H,S,X
1982-02-16,3600,3,10,B,S09W49,B,X,O
1982-02-16,3601,7,53,B,S12W37,D,S,O
1982-02-16,3602,3,40,A,N15W27,H,S,X
1982-02-16,3603,6,77,B,S09W60,C,A,O
1982-02-16,3607,14,678,B,N04E22,D,K,I
1982-02-16,3608,3,160,A,N05E34,H,S,X
1982-02-16,3609,4,18,B,N11E22,B,X,O
1982-02-16,3610,6,262,B,N11E66,D,A,I
1982-02-17,3598,1,82,A,N01W68,H,S,X
1982-02-17,3601,5,50,B,S12W51,C,A,O
1982-02-17,3602,1,35,A,N15W40,H,S,X
1982-02-17,3603,1,88,A,S09W72,H,A,X
1982-02-17,3607,23,788,B,N04E09,D,K,I
1982-02-17,3608,5,170,A,N05E21,H,S,X
1982-02-17,3609,7,30,B,N11E08,C,R,O
1982-02-17,3610,21,388,B,N12E53,D,A,I
1982-02-17,3612,1,5,A,N06E19,A,R,X
1982-02-18,3598,1,30,A,N01W80,H,S,X
1982-02-18,3601,2,38,A,S12W62,H,S,X
1982-02-18,3602,3,20,A,N16W54,H,S,X
1982-02-18,3603,1,60,A,S08W86,H,S,X
1982-02-18,3607,31,740,B,N04W05,D,K,I
1982-02-18,3608,3,166,B,N06E07,C,S,O
1982-02-18,3609,6,12,B,N12W07,B,X,O
1982-02-18,3610,39,536,B,N12E32,E,K,I
1982-02-18,3612,3,12,B,S23E04,C,S,O
1982-02-18,3614,1,170,,S12E85,H,S,X
1982-02-19,3601,2,20,A,S12W75,H,A,X
1982-02-19,3602,2,0,A,N15W66,A,X,X
1982-02-19,3607,53,822,B,N04W18,D,K,I
1982-02-19,3608,4,130,A,N05W06,H,S,X
1982-02-19,3609,3,0,B,N12W19,B,X,O
1982-02-19,3610,36,328,B,N12E26,E,K,I
1982-02-19,3612,4,12,B,S23W03,B,X,O
1982-02-19,3613,4,77,B,N06E67,C,A,O
1982-02-19,3614,1,185,A,S12E82,H,H,X
1982-02-20,3607,53,968,BG,N04W31,D,K,I
1982-02-20,3608,4,156,B,N06W17,C,S,O
1982-02-20,3609,4,10,B,N12W32,B,X,O
1982-02-20,3610,37,300,B,N12E14,E,K,I
1982-02-20,3612,1,8,A,S23W17,A,X,X
1982-02-20,3613,5,72,B,N07E58,C,A,O
1982-02-20,3614,1,186,A,S12E78,H,S,X
1982-02-20,3616,5,22,B,N18E24,C,A,O
1982-02-20,3617,1,10,A,N10E76,A,X,X
1982-02-20,3618,5,122,A,S07E84,H,K,X
1982-02-21,3607,45,863,GD,N04W45,D,K,C
1982-02-21,3608,1,123,A,N06W32,H,S,X
1982-02-21,3610,25,170,B,N13E02,E,A,O
1982-02-21,3612,1,0,A,S23W32,A,X,X
1982-02-21,3613,6,47,B,N05E46,D,A,O
1982-02-21,3614,1,190,A,S12E59,H,A,X
1982-02-21,3616,5,17,B,N17E18,C,A,O
1982-02-21,3617,2,7,A,N09E69,A,X,X
1982-02-21,3618,7,130,A,S08E78,H,A,X
1982-02-21,3619,1,120,A,S11E83,A,X,X
1982-02-21,3620,1,0,A,S13W57,A,X,X
1982-02-22,3607,22,716,B,N04W59,D,K,C
1982-02-22,3608,1,138,A,N06W46,H,S,X
1982-02-22,3610,14,124,B,N13W12,E,A,O
1982-02-22,3613,5,48,B,N06E31,D,S,O
1982-02-22,3614,4,180,A,S12E46,H,H,X
1982-02-22,3616,3,10,B,N17E04,B,X,O
1982-02-22,3617,2,14,A,N09E55,A,X,X
1982-02-22,3618,2,132,A,S08E65,C,S,O
1982-02-22,3619,4,132,A,S12E80,H,S,X
1982-02-22,3620,1,0,A,S13W67,A,X,X
1982-02-22,3621,2,10,B,S33W08,B,X,O
1982-02-22,3622,1,20,A,S13E77,H,S,X
1982-02-23,3607,8,512,B,N03W72,D,K,I
1982-02-23,3608,1,115,A,N06W59,H,S,X
1982-02-23,3610,13,70,B,N13W26,E,A,O
1982-02-23,3613,11,42,B,N06E17,D,R,O
1982-02-23,3614,3,188,A,S12E34,H,S,X
1982-02-23,3617,1,7,A,N09E42,A,X,X
1982-02-23,3618,1,118,A,S08E52,H,S,X
1982-02-23,3619,5,212,B,S13E69,E,S,O
1982-02-23,3621,3,10,A,S34W13,A,X,X
1982-02-23,3623,4,10,B,N18W10,B,X,O
1982-02-23,3624,1,5,A,N04E78,A,X,X
1982-02-23,3625,1,165,A,N14E85,H,H,X
1982-02-24,3607,1,280,,N03W87,H,A,X
1982-02-24,3608,1,63,A,N06W73,H,S,X
1982-02-24,3610,12,58,B,N14W38,E,R,O
1982-02-24,3613,13,82,B,N06E05,D,R,O
1982-02-24,3614,2,176,A,S12E20,C,S,O
1982-02-24,3617,1,0,,N10E30,A,X,X
1982-02-24,3618,2,106,A,S08E39,H,S,X
1982-02-24,3619,3,90,A,S13E55,D,S,O
1982-02-24,3622,4,85,A,S13E58,H,S,X
1982-02-24,3623,3,18,B,N17W14,C,R,O
1982-02-24,3624,6,36,B,N06E73,D,A,O
1982-02-24,3625,5,326,B,N16E85,H,K,X
1982-02-24,3626,2,92,A,S04E85,H,S,X
1982-02-24,3628,1,210,,N18E86,H,S,X
1982-02-25,3610,5,10,B,N13W50,B,X,O
1982-02-25,3613,20,40,B,N06W09,D,A,O
1982-02-25,3614,3,182,A,S12E06,H,S,X
1982-02-25,3617,6,10,B,N08E13,B,X,O
1982-02-25,3618,4,85,A,S07E23,H,S,X
1982-02-25,3619,3,100,A,S12E37,H,S,X
1982-02-25,3622,6,100,A,S14E45,H,S,X
1982-02-25,3623,5,17,B,N16W28,B,X,O
1982-02-25,3624,10,48,B,N05E58,D,S,O
1982-02-25,3625,15,568,BG,N15E66,D,K,I
1982-02-25,3626,3,120,A,S06E69,H,S,X
1982-02-25,3627,8,65,B,N08E73,C,A,O
1982-02-25,3628,7,208,B,N16E79,C,A,O
1982-02-26,3613,11,27,B,N06W23,D,S,O
1982-02-26,3614,1,187,A,S12W06,H,S,X
1982-02-26,3617,9,10,B,N09E01,B,X,O
1982-02-26,3618,5,92,A,S07E10,H,S,X
1982-02-26,3619,3,110,A,S12E24,H,S,X
1982-02-26,3622,14,107,B,S13E35,C,S,O
1982-02-26,3623,3,20,B,N16W43,B,X,O
1982-02-26,3624,10,35,B,N05E44,B,X,O
1982-02-26,3625,13,450,BG,N16E53,D,H,I
1982-02-26,3626,1,133,A,S05E52,H,S,X
1982-02-26,3627,7,60,B,N09E60,D,S,O
1982-02-26,3628,16,370,B,N16E67,D,K,I
1982-02-26,3629,4,247,A,S20E89,H,H,X
1982-02-27,3613,11,20,B,N06W36,B,X,O
1982-02-27,3614,3,194,A,S12W19,H,S,X
1982-02-27,3617,3,10,,S12W16,B,X,O
1982-02-27,3618,3,79,A,S07W03,H,S,X
1982-02-27,3619,5,126,A,S12E11,C,S,O
1982-02-27,3622,21,120,B,S12E21,C,S,O
1982-02-27,3623,1,0,A,N18W55,A,X,X
1982-02-27,3624,3,10,A,N05E30,B,X,O
1982-02-27,3625,19,472,B,N16E41,D,H,O
1982-02-27,3626,4,112,A,S04E44,C,S,O
1982-02-27,3627,6,48,B,N09E49,C,S,O
1982-02-27,3628,20,398,BG,N18E56,C,A,O
1982-02-27,3629,19,988,BG,S20E80,E,K,I
1982-02-27,3630,8,30,A,S15E40,A,X,X
1982-02-28,3614,1,148,A,S12W34,H,S,X
1982-02-28,3618,3,70,A,S07W17,H,S,X
1982-02-28,3619,3,102,A,S12W03,H,S,X
1982-02-28,3622,14,62,B,S13E07,C,A,O
1982-02-28,3624,4,10,A,N05E14,A,X,X
1982-02-28,3625,41,465,B,N15E25,D,K,I
1982-02-28,3626,4,120,B,S05E31,C,A,O
1982-02-28,3627,3,28,A,N09E31,H,A,X
1982-02-28,3628,38,565,B,N17E42,E,K,I
1982-02-28,3629,29,1035,B,S21E66,E,K,I
1982-02-28,3630,16,68,B,S16E24,D,R,O
1982-02-28,3631,4,15,B,S13E60,B,X,O
1982-03-01,3614,1,173,A,S12W46,H,S,X
1982-03-01,3617,3,10,B,N07W31,B,X,O
1982-03-01,3618,1,113,A,S06W30,H,S,X
1982-03-01,3619,3,82,B,S13W15,C,S,O
1982-03-01,3622,6,45,B,S12W07,C,S,O
1982-03-01,3625,27,276,B,N15E12,D,H,I
1982-03-01,3626,7,143,B,S04E17,C,S,O
1982-03-01,3627,2,30,A,N09E18,H,S,X
1982-03-01,3628,54,490,B,N18E29,E,K,I
1982-03-01,3629,38,940,B,S20E52,E,K,I
1982-03-01,3630,18,93,B,S15E11,D,A,O
1982-03-01,3631,14,77,B,S13E53,B,X,O
1982-03-02,3614,1,137,A,S12W59,H,S,X
1982-03-02,3618,1,85,A,S07W43,H,S,X
1982-03-02,3619,4,70,B,S14W28,C,S,O
1982-03-02,3622,6,43,B,S12W20,C,S,O
1982-03-02,3625,17,400,B,N14W02,D,H,I
1982-03-02,3626,6,87,B,S05E04,C,S,O
1982-03-02,3627,2,18,A,N08E05,H,R,X
1982-03-02,3628,51,312,B,N17E15,E,A,I
1982-03-02,3629,43,1143,B,S20E40,E,K,I
1982-03-02,3630,22,73,B,S15W02,C,A,O
1982-03-02,3631,21,230,B,S13E40,D,A,O
1982-03-03,3614,1,135,A,S12W73,H,S,X
1982-03-03,3618,3,93,A,S07W57,H,S,X
1982-03-03,3619,2,108,A,S13W42,H,S,X
1982-03-03,3622,3,22,B,S13W33,C,R,O
1982-03-03,3625,13,440,B,N14W15,C,K,I
1982-03-03,3626,7,80,B,S06W09,C,S,O
1982-03-03,3627,2,8,A,N08W08,A,X,X
1982-03-03,3628,35,288,B,N16E01,D,A,I
1982-03-03,3629,56,775,B,S22E27,E,K,I
1982-03-03,3630,12,45,B,S16W16,C,S,O
1982-03-03,3631,31,290,B,S13E27,D,S,I
1982-03-03,3632,1,67,A,S08E87,H,S,X
1982-03-04,3618,1,66,A,S07W72,H,A,X
1982-03-04,3619,2,90,A,S13W58,H,S,X
1982-03-04,3625,11,540,B,N14W31,D,K,I
1982-03-04,3626,11,104,B,S05W24,D,S,O
1982-03-04,3627,1,5,A,N08W24,A,X,X
1982-03-04,3628,27,272,B,N16W14,E,K,I
1982-03-04,3629,63,754,B,S20E11,E,K,I
1982-03-04,3630,9,28,A,S16W32,C,R,O
1982-03-04,3631,48,344,B,S13E10,E,K,I
1982-03-04,3632,1,74,A,S08E70,H,S,X
1982-03-04,3633,1,48,A,S12E80,H,S,X
1982-03-05,3619,1,113,A,S13W77,H,S,X
1982-03-05,3625,6,533,B,N13W49,D,H,O
1982-03-05,3626,8,160,B,S04W41,D,S,O
1982-03-05,3627,1,0,A,N11W39,A,X,X
1982-03-05,3628,24,367,BD,N17W34,D,K,C
1982-03-05,3629,51,687,BG,S22W07,E,K,I
1982-03-05,3630,1,10,A,S16W54,A,X,X
1982-03-05,3631,47,757,BG,S14W08,E,K,I
1982-03-05,3632,1,70,A,S08E52,H,S,X
1982-03-05,3633,1,70,A,S12E67,H,S,X
1982-03-05,3634,8,453,B,N06E77,E,S,I
1982-03-06,3625,3,330,B,N13W63,C,H,O
1982-03-06,3626,4,107,B,S05W55,C,S,O
1982-03-06,3627,2,0,,S03W55,A,X,X
1982-03-06,3628,14,253,BD,N15W45,C,K,I
1982-03-06,3629,35,517,BG,S22W21,E,K,O
1982-03-06,3630,1,0,A,S16W68,A,X,X
1982-03-06,3631,41,555,BG,S13W22,E,K,I
1982-03-06,3632,1,67,A,S08E38,H,S,X
1982-03-06,3633,1,47,A,S12E53,H,A,X
1982-03-06,3634,10,417,B,N05E63,E,K,O
1982-03-06,3635,12,57,B,S05E21,B,X,O
1982-03-06,3636,3,75,B,S14E83,B,X,O
1982-03-07,3625,3,323,A,N13W69,C,H,O
1982-03-07,3626,2,280,B,S05W62,C,S,O
1982-03-07,3628,10,200,B,N17W58,D,S,O
1982-03-07,3629,19,355,BG,S21W33,C,K,O
1982-03-07,3631,42,500,BG,S13W34,E,H,I
1982-03-07,3632,1,30,A,S08E26,H,S,X
